TF	Gene
GATA4	AHDC1
PBX2	AHDC1
HOXB7	AHDC1
HOXB8	AHDC1
STAT5A	ZNF230
NKX3-1	ARL6IP5
GATA1	ARL6IP5
GATA6	ARL6IP5
HOXA4	ARL6IP5
GATA5	ARL6IP5
TLX1	ARL6IP5
NFATC2	ARL6IP5
NFATC4	ARL6IP5
NFATC1	ARL6IP5
NFIC	ARL6IP5
NFATC3	ARL6IP5
RELA	ARL6IP5
GATA2	ARL6IP5
RORA	ARL6IP5
GATA3	ARL6IP5
FOXJ2	ARL6IP5
GATA4	ARL6IP5
IRF1	ARL6IP5
REST	GRIPAP1
GLI3	COL7A1
NR1H3	COL7A1
RXRA	COL7A1
NR1H2	COL7A1
GLI1	COL7A1
GLI2	COL7A1
ELK1	C3ORF38
CUX1	CRYGC
CEBPB	MESDC2
PAX6	MESDC2
STAT1	FYCO1
HNF4A	FYCO1
NR2F1	FYCO1
LHX3	PTH
PGR	DISC1
CUX1	DISC1
IRF7	PARP14
POU3F2	CRCT1
FOXA1	PPID
ELSPBP1	PPID
FOXA2	PPID
FOXA3	PPID
MEF2A	PPID
MYOD1	PPID
TCF3	PPID
FOXM1	PPID
FOXA1	SIRT4
FOXA2	SIRT4
FOXA3	SIRT4
FOXM1	SIRT4
PAX5	ACTR3B
HNF1A	ACTR3B
JUN	ACTR3B
HNF1B	ACTR3B
ATF2	ACTR3B
LHX3	DRAM2
PDX1	DRAM2
CD40	DPP3
NFKB1	DPP3
RELA	DPP3
E2F1	WDR8
NKX3-1	WDR8
DSP	WDR8
ELSPBP1	WDR8
RB1	WDR8
EGR2	WDR8
EGR1	WDR8
EGR3	WDR8
MYOD1	WDR8
E2F5	WDR8
E2F7	WDR8
E2F2	WDR8
TCF3	WDR8
UBE4A	WDR8
ZEB1	WDR8
E2F3	WDR8
TFDP1	WDR8
E2F4	WDR8
TFAP2A	DEPDC1B
TFAP2B	DEPDC1B
STAT1	PSMA4
NR2F2	PSMA4
IRF4	PSMA4
IRF5	PSMA4
IRF7	PSMA4
IRF3	PSMA4
IRF2	PSMA4
IRF8	PSMA4
IRF9	PSMA4
IRF1	PSMA4
E2F1	DNAJA3
DSP	DNAJA3
YY1	DNAJA3
E2F7	DNAJA3
UBE4A	DNAJA3
E2F3	DNAJA3
TFDP1	DNAJA3
E2F4	DNAJA3
ATF5	TPP1
CEBPA	TPP1
ATF6	TPP1
SMAD4	TPP1
SPIB	TPP1
EFNA2	TPP1
CREM	TPP1
ATF4	TPP1
JUN	TPP1
ATF7	TPP1
ATF3	TPP1
TFEB	TPP1
NR3C1	TPP1
MITF	TPP1
ATF1	TPP1
CREB1	TPP1
ATF2	TPP1
PLAU	TPP1
TFE3	TPP1
POU2F1	TPP1
NKX6-1	PHC2
FOXO3B	PHC2
PGR	PHC2
NR3C1	PHC2
FOXO3	PHC2
CREM	FSCN1
CREB1	FSCN1
ATF2	FSCN1
PLAU	FSCN1
CREM	PAFAH1B1
ATF3	PAFAH1B1
ATF1	PAFAH1B1
CREB1	PAFAH1B1
EP300	TRMT2A
RREB1	TRMT2A
MYC	TRMT2A
MAX	TRMT2A
NKX2-1	DUSP14
POU3F2	PDCD10
TBX5	PDCD10
GLI3	PPP2R5D
GLI1	PPP2R5D
GLI2	PPP2R5D
AHR	SCXA
ARNT	SCXA
TFAP2A	NKG7
PPARG	NKG7
RXRA	IGFN1
PPARG	IGFN1
SOX9	CLK3
CUX1	CLK3
NKX3-1	MYNN
NFATC2	MYNN
NFATC4	MYNN
HNF1A	MYNN
NFATC1	MYNN
NFATC3	MYNN
HNF1B	MYNN
AR	MYNN
TBP	MYNN
AHR	GUSB
ARNT	GUSB
EGR2	WFS1
EGR1	WFS1
EGR3	WFS1
EGR4	WFS1
ONECUT2	ZNF451
ONECUT1	ZNF451
MEF2A	ZNF451
NFYB	MIS12
NFYA	MIS12
E2F1	CALM2
POU3F2	CALM2
NKX6-1	CALM2
NFYB	CALM2
NFYA	CALM2
APC	CALM2
E2F4	CALM2
POU3F2	CHMP6
ZNF589	TOX
SRF	WNT3A
NR3C1	WNT3A
CEBPD	FN1
HLF	FN1
CREB1	FN1
PLAU	FN1
SP1	KCNC3
SP2	KCNC3
SP4	KCNC3
SP3	KCNC3
AIRE	KCNC3
NR5A2	KCNC3
STAT1	DDX60
IRF7	DDX60
IRF1	DDX60
AIRE	PEX11A
ELK1	PEX11A
PGR	SNX33
NFYB	SNX33
NR3C1	SNX33
NFYA	SNX33
PAX6	SPAM1
PDX1	OTP
POU2F1	OTP
HERPUD1	RNF25
CUX1	IBTK
LMO2	IL17C
ZEB1	IL17C
CUX1	IL17C
FOXA1	ZFYVE20
RUNX1	ZFYVE20
RUNX2	ZFYVE20
BPTF	ZFYVE20
HNF1A	ZNF365
PATZ1	SUV420H1
AIRE	FAM107A
PAX6	FAM107A
STAT5A	CASP2
STAT5B	CASP2
HNF4A	CASP2
SOX9	CASP2
POU2F1	CASP2
FOXJ1	ALKBH1
TLX1	METTL10
NF1	METTL10
NFIC	METTL10
CTF1	METTL10
NR1H3	TEKT4
RXRA	TEKT4
NR1H2	TEKT4
AIRE	GNG11
SRF	EML4
E2F1	RBL1
DSP	RBL1
RB1	RBL1
AIRE	RBL1
E2F5	RBL1
E2F7	RBL1
E2F2	RBL1
UBE4A	RBL1
APC	RBL1
E2F3	RBL1
TFDP1	RBL1
E2F4	RBL1
STAT1	LONRF1
NFIL3	LONRF1
CREB1	LONRF1
SRF	C14ORF45
TFAP2A	C14ORF45
PLAU	C14ORF45
E4F1	C14ORF45
TP53	ARFIP1
ELK4	ARFIP1
STAT5A	CXCR2
SREBF1	PDP2
MYC	PDP2
MAX	PDP2
E2F1	ZGPAT
DSP	ZGPAT
NR1I2	ZGPAT
NR2F2	ZGPAT
NR1H3	ZGPAT
RARA	ZGPAT
RARB	ZGPAT
RXRG	ZGPAT
RXRA	ZGPAT
E2F7	ZGPAT
NR2F1	ZGPAT
UBE4A	ZGPAT
CASR	ZGPAT
NR1H2	ZGPAT
HINFP	ZGPAT
RARG	ZGPAT
E2F3	ZGPAT
RXRB	ZGPAT
TFDP1	ZGPAT
E2F4	ZGPAT
POU3F2	CHAF1B
EGR1	CHAF1B
FOXC1	GPS2
PAX1	GPS2
BRCA1	GPS2
FOXP3	GPS2
ELK4	GPS2
USF2	GPS2
USF1	GPS2
NR5A1	GPS2
PAX3	GPS2
NKX2-2	GPS2
MYC	GPS2
GABPA	GPS2
MYB	GPS2
ELK1	GPS2
MAX	GPS2
ARNT	GPS2
GABPA	FBXO36
GABPB1	FBXO36
GABPB2	FBXO36
ELK1	FBXO36
CEBPA	DDX47
DDIT3	DDX47
FOXJ2	DDX47
NFIL3	INPP4A
SP1	CACNA1H
SP2	CACNA1H
SP4	CACNA1H
SP3	CACNA1H
HIC1	CACNA1H
FOXJ1	TBCCD1
ATF2	TBCCD1
E2F1	HNRNPA2B1
NKX3-1	HNRNPA2B1
DSP	HNRNPA2B1
RB1	HNRNPA2B1
CDC5L	HNRNPA2B1
E2F5	HNRNPA2B1
E2F2	HNRNPA2B1
E2F3	HNRNPA2B1
TFDP1	HNRNPA2B1
E2F4	HNRNPA2B1
HNF1A	ACSM3
HNF1B	ACSM3
SMAD4	CABLES1
HLF	ABHD5
IL6	EIF4A2
CEBPB	EIF4A2
TBP	EIF4A2
PBX1	EXTL2
ZBTB6	EXTL2
AR	EXTL2
LEF1	CNPY4
HNF1A	CNPY4
TOPORS	CNPY4
USF1	PRMT1
CLOCK	PRMT1
ARNTL2	PRMT1
MYC	PRMT1
MAX	PRMT1
ARNTL	PRMT1
ELK4	IDI1
PAX3	IDI1
RUNX1	IDI1
GABPA	IDI1
GABPB1	IDI1
GABPB2	IDI1
ELK1	IDI1
ATF2	IDI1
NHLH1	IDI1
HINFP	MTOR
ARNT	RAB3GAP2
IL10	RAB3GAP2
STAT4	CTSW
HIF1A	CTSW
STAT6	CTSW
STAT5A	CTSW
STAT3	CTSW
STAT2	CTSW
STAT5B	CTSW
STAT1	CTSW
NR2F2	CTSW
ELK4	CTSW
CD40	CTSW
FLI1	CTSW
NFKB1	CTSW
ETS2	CTSW
ETS1	CTSW
ELF2	CTSW
NR2F1	CTSW
CUZD1	CTSW
SETD2	CTSW
ERF	CTSW
NRF1	RAB18
TBP	RAB18
GABPA	MON2
GABPB1	MON2
GABPB2	MON2
HNF1A	LRRFIP2
HNF1B	LRRFIP2
PDX1	LRRFIP2
ZEB1	LRRFIP2
NR2F2	ROMO1
FOXO1	ROMO1
AHR	XPO6
ARNT	XPO6
EGR2	POGZ
EGR1	POGZ
EGR3	POGZ
EGR4	POGZ
ELSPBP1	PPP1R1B
TBX5	PPP1R1B
NR5A1	PPP1R1B
CD40	PPP1R1B
SPIB	PPP1R1B
NFKB1	PPP1R1B
NFATC2	PPP1R1B
NFATC4	PPP1R1B
NFKB2	PPP1R1B
NFATC1	PPP1R1B
ETV4	PPP1R1B
MYOD1	PPP1R1B
FKBP4	PPP1R1B
NFATC3	PPP1R1B
RELA	PPP1R1B
ETS1	PPP1R1B
TCF3	PPP1R1B
TCF12	PPP1R1B
SPI1	PPP1R1B
CUX1	PPP1R1B
POU2F1	PPP1R1B
GLI3	LCAT
STAT1	LCAT
IRF4	LCAT
IRF5	LCAT
IRF7	LCAT
IRF3	LCAT
RUNX2	LCAT
IRF2	LCAT
IRF8	LCAT
IRF9	LCAT
GLI1	LCAT
GLI2	LCAT
IRF1	LCAT
REST	L1CAM
PBX1	UTP6
HIF1A	ULK3
DEC1	ULK3
BHLHE41	ULK3
NR1H3	ULK3
SP3	ULK3
RXRA	ULK3
AHR	ULK3
ARNT	ULK3
NR1H4	ULK3
CASR	ULK3
NR1H2	ULK3
RORA	ULK3
SETD2	ULK3
HIF1A	MAPT
RUNX3	MAPT
RUNX1	MAPT
RUNX2	MAPT
AHR	MAPT
ARNT	MAPT
ESR1	MAPT
TFAP2A	MAPT
SETD2	MAPT
ARNT2	MAPT
EGR1	ZNF331
SREBF1	ZNF331
PAX3	ZNF331
MTF1	ZNF331
CNTN2	ZNF331
CREB1	ZNF331
SMAD3	RXRB
SMAD2	RXRB
GATA1	RXRB
STAT6	RXRB
STAT5A	RXRB
CEBPA	RXRB
GATA6	RXRB
THRB	RXRB
YY1	RXRB
STAT3	RXRB
STAT1	RXRB
THRA	RXRB
CRX	RXRB
NR1I2	RXRB
SP1	RXRB
NR2F2	RXRB
LEF1	RXRB
SP2	RXRB
TLX2	RXRB
HOXC6	RXRB
HNF4A	RXRB
PPARA	RXRB
NR5A1	RXRB
SMAD4	RXRB
NR1H3	RXRB
HNF4G	RXRB
SP4	RXRB
RARA	RXRB
ZNF354C	RXRB
GFI1	RXRB
SMAD1	RXRB
SP3	RXRB
RARB	RXRB
HNF1A	RXRB
MEF2A	RXRB
PBX3	RXRB
PAX2	RXRB
PKNOX1	RXRB
TEAD2	RXRB
RXRG	RXRB
PGR	RXRB
RAX	RXRB
RXRA	RXRB
PBX1	RXRB
HOXB1	RXRB
MAZ	RXRB
NR3C1	RXRB
NR1H4	RXRB
GFI1B	RXRB
TFAP2C	RXRB
MZF1	RXRB
GATA2	RXRB
NR2F1	RXRB
TFAP2A	RXRB
TCF7L2	RXRB
PDX1	RXRB
CASR	RXRB
NR1H2	RXRB
GATA3	RXRB
TEAD1	RXRB
GTF2I	RXRB
E4F1	RXRB
TBP	RXRB
RARG	RXRB
VDR	RXRB
TFAP2B	RXRB
RXRB	RXRB
SPI1	RXRB
PPARG	RXRB
PBX2	RXRB
HOXB7	RXRB
HOXB8	RXRB
PAX5	IRX1
MYC	IRX1
NFIL3	IRX1
MAX	IRX1
E2F1	ARGLU1
DSP	ARGLU1
RB1	ARGLU1
PBX1	ARGLU1
E2F5	ARGLU1
E2F2	ARGLU1
E2F3	ARGLU1
TFDP1	ARGLU1
E2F4	ARGLU1
SOX9	ATP6V0E2
NR1H3	TMEM127
GABPA	TMEM127
GABPB1	TMEM127
GABPB2	TMEM127
ELK1	TMEM127
RXRA	TMEM127
NR1H2	TMEM127
PGR	RNF19A
NRF1	EID2
SRF	EID2
MYC	SLCO2B1
MAX	SLCO2B1
CUX1	TLR8
TCF3	MTERFD3
IRF2	PHC3
ARNT	PHC3
NR3C1	PHC3
MYC	FOXN2
MAX	FOXN2
PDX1	FOXN2
BACH2	CLCF1
NRF1	CLCF1
NR1I2	CLCF1
EGR2	CLCF1
EGR1	CLCF1
MAF	CLCF1
NR2F2	CLCF1
MAFB	CLCF1
NR1H3	CLCF1
NFE2L3	CLCF1
RARA	CLCF1
MAFG	CLCF1
RARB	CLCF1
NFE2	CLCF1
GABPA	CLCF1
EGR3	CLCF1
FOSL1	CLCF1
JUNB	CLCF1
NFE2L1	CLCF1
BACH1	CLCF1
JUN	CLCF1
RXRG	CLCF1
EGR4	CLCF1
RXRA	CLCF1
MAFK	CLCF1
NR3C1	CLCF1
MZF1	CLCF1
NR2F1	CLCF1
FOS	CLCF1
CASR	CLCF1
NR1H2	CLCF1
JUND	CLCF1
TEAD1	CLCF1
RARG	CLCF1
VDR	CLCF1
RXRB	CLCF1
MAFF	CLCF1
E2F1	DRAP1
CEBPA	DRAP1
DSP	DRAP1
NR5A1	DRAP1
CD40	DRAP1
NFKB1	DRAP1
MYC	DRAP1
IRF2	DRAP1
FKBP4	DRAP1
MAX	DRAP1
E2F7	DRAP1
UBE4A	DRAP1
E2F3	DRAP1
TFDP1	DRAP1
E2F4	DRAP1
NFIL3	C7ORF60
PAX6	C7ORF60
CUX1	C7ORF60
MEF2A	HLCS
MZF1	DTX3
PDX1	DTX3
SRF	C14ORF1
FOXJ1	C14ORF1
STAT4	MITD1
STAT6	MITD1
STAT3	MITD1
STAT2	MITD1
STAT1	MITD1
SOX2	FYTTD1
NR1I2	FYTTD1
NR2F2	FYTTD1
SOX15	FYTTD1
SOX18	FYTTD1
NR1H3	FYTTD1
SOX21	FYTTD1
RARA	FYTTD1
RARB	FYTTD1
SOX10	FYTTD1
RXRG	FYTTD1
SOX11	FYTTD1
RXRA	FYTTD1
SOX5	FYTTD1
ZNF238	FYTTD1
SOX9	FYTTD1
SOX8	FYTTD1
SOX12	FYTTD1
NR2F1	FYTTD1
SRY	FYTTD1
SOX14	FYTTD1
SOX3	FYTTD1
CASR	FYTTD1
NR1H2	FYTTD1
SOX4	FYTTD1
RARG	FYTTD1
RXRB	FYTTD1
FOXP3	MFI2
ZBTB6	MFI2
TCF3	MFI2
PAX5	HIST2H2AA3
NR3C1	HIST2H2AA3
POU3F2	C7ORF53
FOXF2	DYNC1LI1
PAX5	CTPS
HSF1	C10ORF137
AHR	HBA1
ARNT	HBA1
BACH2	ACY1
SMAD3	ACY1
SMAD2	ACY1
NRF1	ACY1
SMAD6	ACY1
SMAD5	ACY1
MAF	ACY1
MAFB	ACY1
CLOCK	ACY1
SMAD4	ACY1
SMAD7	ACY1
NFE2L3	ACY1
ARNTL2	ACY1
SMAD1	ACY1
MAFG	ACY1
ESR2	ACY1
NFE2	ACY1
MYC	ACY1
HNF1A	ACY1
GABPA	ACY1
NFE2L1	ACY1
BACH1	ACY1
MAX	ACY1
MAFK	ACY1
ARNTL	ACY1
ESR1	ACY1
AR	ACY1
FOS	ACY1
MAFF	ACY1
ELSPBP1	SYNGR2
MYOD1	SYNGR2
PBX1	SYNGR2
TCF3	SYNGR2
FOXD1	PELI2
SRY	PELI2
FOXF2	PELI2
NHLH1	F2RL1
IL10	HEATR5B
POU2F1	HEATR5B
BACH2	NEU1
PAX5	NEU1
RFX1	C9ORF117
RFXANK	C9ORF117
RFXAP	C9ORF117
ATF1	C9ORF117
RFX5	C9ORF117
HNF1A	ERN1
CUX1	MORC4
NKX2-2	SIAE
PAX1	DGUOK
ETS2	DGUOK
ETS1	DGUOK
PPARA	ABCG1
NR1H3	ABCG1
NF1	ABCG1
RXRA	ABCG1
NR1H2	ABCG1
SOX2	CD200
SOX15	CD200
SOX18	CD200
SOX21	CD200
SOX10	CD200
SOX11	CD200
SOX5	CD200
SOX9	CD200
SOX8	CD200
SOX12	CD200
SRY	CD200
SOX14	CD200
SOX3	CD200
SOX4	CD200
CUX1	CD200
REST	HHATL
POU3F2	N4BP2L2
NKX3-1	N4BP2L2
NR1H3	TPI1
MYB	TPI1
RXRA	TPI1
NR1H4	TPI1
FOS	TPI1
CASR	TPI1
NR1H2	TPI1
RORA	TPI1
BACH2	MAP7D1
SMAD3	MAP7D1
SMAD2	MAP7D1
GATA1	MAP7D1
FOXC1	MAP7D1
STAT6	MAP7D1
SMAD6	MAP7D1
GLI3	MAP7D1
STAT3	MAP7D1
SMAD5	MAP7D1
NR1I2	MAP7D1
BRCA1	MAP7D1
EGR2	MAP7D1
EP300	MAP7D1
EGR1	MAP7D1
NKX2-1	MAP7D1
SP1	MAP7D1
NR2F2	MAP7D1
ELK4	MAP7D1
USF2	MAP7D1
SREBF2	MAP7D1
SREBF1	MAP7D1
SMAD4	MAP7D1
CD40	MAP7D1
SMAD7	MAP7D1
FLI1	MAP7D1
NFKB1	MAP7D1
UBP1	MAP7D1
FOSL2	MAP7D1
SMAD1	MAP7D1
EGR3	MAP7D1
FOSL1	MAP7D1
JUNB	MAP7D1
SOX10	MAP7D1
MYB	MAP7D1
JUN	MAP7D1
PGR	MAP7D1
RXRA	MAP7D1
FKBP4	MAP7D1
RFX1	MAP7D1
ETS2	MAP7D1
SOX9	MAP7D1
NR3C1	MAP7D1
ZIC2	MAP7D1
ETS1	MAP7D1
RFXANK	MAP7D1
AR	MAP7D1
MZF1	MAP7D1
ELF2	MAP7D1
RFXAP	MAP7D1
FOSB	MAP7D1
FOS	MAP7D1
CUZD1	MAP7D1
RFX2	MAP7D1
CASR	MAP7D1
JUND	MAP7D1
RFX3	MAP7D1
TFAP4	MAP7D1
GATA3	MAP7D1
GLI1	MAP7D1
ZEB1	MAP7D1
ERF	MAP7D1
GTF2I	MAP7D1
GLI2	MAP7D1
VDR	MAP7D1
IRF1	MAP7D1
POU2F2	MAP7D1
RXRB	MAP7D1
RFX5	MAP7D1
RFX4	MAP7D1
POU2F1	MAP7D1
FOXD1	ZADH2
POU3F2	ZADH2
STAT6	ZADH2
CEBPA	ZADH2
FOXA1	ZADH2
FOXL1	ZADH2
ONECUT2	ZADH2
NKX6-1	ZADH2
FOXO4	ZADH2
FOXA2	ZADH2
FOXA3	ZADH2
OTX2	ZADH2
ONECUT1	ZADH2
SOX5	ZADH2
PBX1	ZADH2
OTX1	ZADH2
TFAP2C	ZADH2
SRY	ZADH2
TFAP2A	ZADH2
RORA	ZADH2
FOXF2	ZADH2
IL10	ZADH2
FOXO1	ZADH2
FOXM1	ZADH2
CUX1	ZADH2
IL10	FAM190B
POU2F1	FAM190B
GATA1	MRPL49
ELK4	MRPL49
GATA2	MRPL49
GATA3	MRPL49
ATF5	MLF2
ATF6	MLF2
CREM	MLF2
ATF4	MLF2
ATF7	MLF2
ATF3	MLF2
ATF1	MLF2
CREB1	MLF2
ATF2	MLF2
PLAU	MLF2
CUX1	ZFYVE1
STAT4	SNX13
STAT6	SNX13
STAT3	SNX13
STAT2	SNX13
STAT1	SNX13
NKX2-1	SNX13
MEF2A	SNX13
FOXF2	SNX13
MTF1	CNBP
MEIS1	PTPRCAP
CEBPA	PTPRCAP
THRB	PTPRCAP
ELSPBP1	PTPRCAP
YY1	PTPRCAP
TFF3	PTPRCAP
THRA	PTPRCAP
ASCL1	PTPRCAP
TBX5	PTPRCAP
DDIT3	PTPRCAP
REST	PTPRCAP
LMO2	PTPRCAP
TLX2	PTPRCAP
SRF	PTPRCAP
HNF4A	PTPRCAP
TCF4	PTPRCAP
RARA	PTPRCAP
RARB	PTPRCAP
ATF4	PTPRCAP
ETV4	PTPRCAP
RXRG	PTPRCAP
MYOD1	PTPRCAP
RXRA	PTPRCAP
RFX1	PTPRCAP
MYOG	PTPRCAP
ZBTB6	PTPRCAP
ARID5B	PTPRCAP
MYF5	PTPRCAP
TCF3	PTPRCAP
TFAP4	PTPRCAP
CREB1	PTPRCAP
TCF12	PTPRCAP
ZEB1	PTPRCAP
MYF6	PTPRCAP
RARG	PTPRCAP
RXRB	PTPRCAP
FOXJ1	BBS9
EGR3	ULK1
NR3C1	ULK1
GATA1	RCE1
NR6A1	RCE1
HNF4A	RCE1
PPARA	RCE1
RXRA	RCE1
CREB1	RCE1
ZEB1	RCE1
PPARG	RCE1
ELF2	SLC35F2
NFKB1	CDKN2D
NR6A1	FAM18A
XBP1	RPN1
SOX2	ENOX1
SOX15	ENOX1
SOX18	ENOX1
SOX21	ENOX1
SOX10	ENOX1
SOX11	ENOX1
SOX5	ENOX1
SOX9	ENOX1
SOX8	ENOX1
SOX12	ENOX1
SRY	ENOX1
SOX14	ENOX1
SOX3	ENOX1
SOX4	ENOX1
NKX2-2	DYNLRB2
STAT1	ZNF574
HERPUD1	ZNF574
IRF4	ZNF574
RUNX3	ZNF574
RUNX1	ZNF574
IRF5	ZNF574
IRF7	ZNF574
IRF3	ZNF574
RUNX2	ZNF574
IRF2	ZNF574
RFX1	ZNF574
IRF8	ZNF574
RFXANK	ZNF574
RFXAP	ZNF574
IRF9	ZNF574
IRF1	ZNF574
RFX5	ZNF574
NFYA	ABAT
POU2F1	PSMD5
GATA1	TMEM147
TAL1	TMEM147
MAX	TMEM147
TCF3	TMEM147
ATF1	TMEM147
NFIL3	CNOT10
HLF	CNOT10
TOPORS	RCN3
VSX2	CYLD
SRF	CYLD
ATF3	CYLD
ZBTB6	CYLD
IL10	CYLD
PLAU	CYLD
FOXI1	CYLD
CUX1	CYLD
BACH2	CCKBR
HERPUD1	EFTUD2
USF1	EFTUD2
CD40	EFTUD2
EFNA2	EFTUD2
RFX1	EFTUD2
MAX	EFTUD2
RFXANK	EFTUD2
RFXAP	EFTUD2
RFX5	EFTUD2
E2F1	PHF17
MEF2A	PHF17
TEAD2	PHF17
PDX1	PHF17
NF1	MBTPS2
REST	PPA1
MYC	PPA1
MAX	PPA1
ELSPBP1	UBE2J2
TFF3	UBE2J2
ASCL1	UBE2J2
TCF4	UBE2J2
MYOD1	UBE2J2
MYOG	UBE2J2
ARID5B	UBE2J2
MYF5	UBE2J2
TCF3	UBE2J2
TCF12	UBE2J2
MYF6	UBE2J2
DSP	REV3L
ESR1	REV3L
RORA	REV3L
TBP	REV3L
CUX1	REV3L
ZNF350	APOA1
NR2F2	APOA1
PAX5	SPCS2
POU1F1	PRPF38B
CDC5L	SLC2A3
SMAD3	RARA
SMAD2	RARA
SMAD6	RARA
SMAD5	RARA
TBX5	RARA
LEF1	RARA
ELK4	RARA
TLX1	RARA
SREBF1	RARA
SMAD4	RARA
SMAD7	RARA
FLI1	RARA
FOSL2	RARA
SMAD1	RARA
NF1	RARA
HNF1A	RARA
EFNA2	RARA
FOSL1	RARA
JUNB	RARA
JUN	RARA
NFIC	RARA
RXRA	RARA
HOXA7	RARA
ETS2	RARA
MAZ	RARA
ETS1	RARA
NR1H4	RARA
MZF1	RARA
ELF2	RARA
FOSB	RARA
FOS	RARA
CUZD1	RARA
PDX1	RARA
RORA	RARA
JUND	RARA
ERF	RARA
GTF2I	RARA
GATA4	RARA
SPI1	RARA
NR5A1	PPIF
CEBPB	PPIF
MEF2A	PPIF
ESRRA	PPIF
AIRE	UBP1
ALX1	UBP1
NFIL3	NR1D2
FOXF2	NR1D2
TCF4	CDH23
TCF3	CDH23
BACH2	TCTEX1D4
SMAD3	TCTEX1D4
SMAD2	TCTEX1D4
NRF1	TCTEX1D4
DBP	TCTEX1D4
MEIS1	TCTEX1D4
SMAD6	TCTEX1D4
THRB	TCTEX1D4
TP53	TCTEX1D4
YY1	TCTEX1D4
SMAD5	TCTEX1D4
THRA	TCTEX1D4
NR1I2	TCTEX1D4
BRCA1	TCTEX1D4
RREB1	TCTEX1D4
MAF	TCTEX1D4
TBX5	TCTEX1D4
NR2F2	TCTEX1D4
MAFB	TCTEX1D4
LMO2	TCTEX1D4
HNF4A	TCTEX1D4
SMAD4	TCTEX1D4
CD40	TCTEX1D4
SMAD7	TCTEX1D4
HNF4G	TCTEX1D4
NFE2L3	TCTEX1D4
NFKB1	TCTEX1D4
RARA	TCTEX1D4
UBP1	TCTEX1D4
FOSL2	TCTEX1D4
ZNF354C	TCTEX1D4
NFKB2	TCTEX1D4
SMAD1	TCTEX1D4
MAFG	TCTEX1D4
RARB	TCTEX1D4
NFE2	TCTEX1D4
CEBPB	TCTEX1D4
GABPA	TCTEX1D4
FOSL1	TCTEX1D4
JUNB	TCTEX1D4
SOX10	TCTEX1D4
NFE2L1	TCTEX1D4
BACH1	TCTEX1D4
JUN	TCTEX1D4
RXRG	TCTEX1D4
ELK1	TCTEX1D4
RXRA	TCTEX1D4
FKBP4	TCTEX1D4
RFX1	TCTEX1D4
TFEB	TCTEX1D4
RELA	TCTEX1D4
MAFK	TCTEX1D4
NR3C1	TCTEX1D4
TP63	TCTEX1D4
RFXANK	TCTEX1D4
AR	TCTEX1D4
MITF	TCTEX1D4
MZF1	TCTEX1D4
GATA2	TCTEX1D4
RFXAP	TCTEX1D4
NR2F1	TCTEX1D4
TCF3	TCTEX1D4
FOSB	TCTEX1D4
FOS	TCTEX1D4
NKX2-5	TCTEX1D4
RFX2	TCTEX1D4
RORA	TCTEX1D4
JUND	TCTEX1D4
RFX3	TCTEX1D4
TFAP4	TCTEX1D4
IL10	TCTEX1D4
GATA3	TCTEX1D4
TCF12	TCTEX1D4
TEAD1	TCTEX1D4
ZEB1	TCTEX1D4
GTF2I	TCTEX1D4
TFE3	TCTEX1D4
RARG	TCTEX1D4
RXRB	TCTEX1D4
MAFF	TCTEX1D4
RFX5	TCTEX1D4
CUX1	TCTEX1D4
RFX4	TCTEX1D4
CEBPA	RNF126
DDIT3	RNF126
CD40	RNF126
NFKB1	RNF126
ELK1	RNF126
PAX5	SKOR1
AR	SKOR1
STAT1	NLRP3
IRF4	NLRP3
RUNX3	NLRP3
RUNX1	NLRP3
IRF5	NLRP3
IRF7	NLRP3
IRF3	NLRP3
RUNX2	NLRP3
IRF2	NLRP3
IRF6	NLRP3
IRF8	NLRP3
FOS	NLRP3
IRF9	NLRP3
IRF1	NLRP3
TP53	KDM2A
TFAP2C	KDM2A
MZF1	KDM2A
TFAP2A	KDM2A
TFAP2B	KDM2A
NRF1	MIS18A
NR2F2	ALG1L
PAX6	MED11
ATF1	MED11
BACH2	GAPDH
NRF1	GAPDH
YY1	GAPDH
RREB1	GAPDH
MAF	GAPDH
MAFB	GAPDH
TLX1	GAPDH
NR5A1	GAPDH
NR1H3	GAPDH
NFE2L3	GAPDH
FOSL2	GAPDH
MAFG	GAPDH
NFE2	GAPDH
GABPA	GAPDH
ESRRA	GAPDH
FOSL1	GAPDH
JUNB	GAPDH
NFE2L1	GAPDH
BACH1	GAPDH
JUN	GAPDH
NFIC	GAPDH
RXRA	GAPDH
MAFK	GAPDH
PAX6	GAPDH
ESR1	GAPDH
NR1H4	GAPDH
FOSB	GAPDH
FOS	GAPDH
CASR	GAPDH
NR1H2	GAPDH
JUND	GAPDH
APC	GAPDH
PPARG	GAPDH
MAFF	GAPDH
ALX4	GAPDH
E2F4	GAPDH
EGR1	EBF2
NKX6-1	EBF2
POU2F1	EBF2
NF1	ATG9A
NFIC	ATG9A
CTF1	ATG9A
CUX1	ATG9A
USF1	MIER2
MYC	MIER2
MAX	MIER2
POU3F2	TMEM54
POU3F1	TMEM54
POU5F1	TMEM54
POU4F1	TMEM54
POU5F1B	TMEM54
POU2F2	TMEM54
POU2AF1	TMEM54
POU2F1	TMEM54
STAT3	PKNOX2
ALX1	PKNOX2
ELK4	LOC81691
PATZ1	HMGN1
CUX1	HMGN1
KCNH6	FERMT3
ELK3	FERMT3
ERG	FERMT3
